Internet,Radio,TV,Sales
1650,14822,7924,265119
14110,17526,13497,327296
14136,7996,2341,298633
16136,5118,1700,297497
9905,7169,16401,332500
9923,4058,6488,290041
1639,14752,14214,283362
7931,15105,9903,307376
14047,16911,17348,344366
6322,6699,10934,295031
9621,2062,9265,294640
1316,16274,8474,262752
10790,17522,7713,310664
14926,1706,4627,294419
5576,12001,11974,302433
11148,16339,12285,320514
8281,18761,11028,315062
10011,18569,13255,324016
14072,1544,14440,328520
3042,2160,8301,258449
17550,18666,3983,312191
12445,9609,14726,328991
18630,17756,15018,333636
18602,13382,18677,354986
3965,19167,1535,296018
14042,19946,16916,341843
4028,17429,11884,301860
6509,14149,15542,323016
3015,4267,14517,287839
16056,5663,6430,303069
18331,17824,19739,358062
12666,2690,18875,354268
6348,6462,19567,341920
9141,13606,16121,332069
10695,1859,10429,301758
4872,6783,18986,331027
7833,1373,15320,316893
12734,7481,18957,354199
8874,12549,13581,319113
2404,9436,17276,303006
11620,6706,11327,311234
14273,9511,19812,361631
8800,3913,9464,295010
19617,11625,11959,323325
4534,2658,12544,287515
14329,11696,14054,328525
11986,13624,8925,310088
18696,9720,16702,345656
12406,18023,10662,318037
5154,8448,15783,313932
16149,3213,10211,312740
9704,18982,10986,317249
19262,7123,7399,309334
16276,14468,2905,308294
1223,5857,13200,257273
14920,15204,19216,355906
7220,4965,5696,281539
5898,18174,7800,302296
17296,17414,19968,359871
1146,3588,8024,231701
15799,16634,12462,324013
5998,14240,17326,330550
10748,15841,2967,306061
12502,1040,11384,309594
7708,15730,1195,302001
1984,5643,7927,251719
14812,6673,14818,332287
13012,12057,13547,325091
2015,14511,13761,286794
15710,15049,10709,318217
6731,3911,9434,287675
6033,3044,3660,270040
3112,19317,18535,326165
10069,3822,11114,304620
3573,18445,19498,334279
18626,1299,18044,359250
16472,15535,5646,309932
7606,11949,2308,293196
14316,19677,5523,313198
1429,3177,9118,240779
2607,11624,19261,319658
9607,3457,12520,309209
6456,17116,2030,300860
12151,4106,8271,299799
16901,10536,18574,355314
10345,14944,19806,355587
10943,7632,9585,304647
14037,18742,3543,312301
14198,7837,19371,359105
19989,12366,16264,342289
10633,16993,3956,307499
17404,4733,8073,308139
3746,11147,4926,275510
17503,16729,14874,333404
2106,1437,17566,292803
10986,10576,6709,301177
1644,16802,17956,304134
14284,8659,4012,300390
2171,6422,6019,251770
7154,2253,1808,271686
12295,16269,3363,308133
3971,17460,7662,292443
15527,7049,9632,311507
16326,6866,9170,310955
8154,13523,2567,297606
13510,12011,18431,350974
9756,1494,1193,278730
11580,17457,2572,309729
18214,14771,10163,317383
19193,15052,16102,339783
2205,18488,10309,284567
19750,11517,18980,358751
7317,5344,19150,342201
16014,1187,13313,325993
11854,3333,4080,289460
4581,16366,17175,325408
7484,3154,11664,298278
9364,17849,17327,340320
10303,6590,19355,352384
15199,13995,9782,315061
7046,16574,12250,313589
12748,9758,16994,341634
3341,13178,14992,303777
19794,9568,19356,363000
3382,9102,3639,267380
2483,10719,10503,274846
1986,6790,16013,287278
5520,12949,13602,309602
19528,3264,5476,304046
10229,12967,11967,315780
16993,1092,9893,312161
4504,4297,3090,263949
15041,3509,13609,326100
4074,15427,2039,287083
3346,14787,14878,305179
13916,2572,5210,294479
1359,18661,10088,271440
4838,13369,10474,296135
3035,11286,9627,278672
1667,5536,11370,257839
15507,19388,2090,314421
2323,10233,16656,299310
3029,15186,18842,323858
9105,16942,16455,335203
5856,10676,17135,326491
10591,16957,11063,316693
17962,7560,3172,302625
2356,14130,12884,287026
16650,18939,17168,343352
13536,19616,16032,337675
11968,11735,10097,311431
13972,6487,5252,298881
5793,14798,12562,308755
9831,14671,18627,347484
14870,15537,14768,332424
19074,18036,7626,313295
19747,12152,17724,350501
1210,10164,12783,261931
2844,17036,17757,317693
3690,14869,7696,285954
1353,9394,15066,274487
19858,11652,7910,312035
6400,14845,4580,295382
5568,16726,16444,326215
12036,6779,3626,294249
1673,9725,16510,288709
1541,12796,17407,294978
3446,14901,9752,288436
10582,16398,1608,307759
10216,14133,1083,303646
6008,14517,2392,293556
12128,8480,14679,327930
1199,18776,7069,263505
10623,15945,5415,306280
15480,5772,19738,364355
9292,16564,1644,306255
18905,2233,3255,299315
8615,14641,16221,332052
16504,16744,1439,311973
18677,13621,2739,308274
10672,1750,2099,282187
9997,8898,5763,295644
1256,11124,17902,290257
18808,15912,18364,351326
8679,15264,1207,303083
6728,1863,10340,288243
17946,1734,2640,296909
17463,19013,3379,312760
2539,11461,17490,307823
17856,11309,5080,306882
1357,4007,5404,231573
15995,11320,4290,305109
15224,12954,5112,306694
12888,2440,12080,314364
13580,13435,6724,307589
3758,13202,8680,285233
16935,1261,17429,352347
13024,1039,8669,300159
17603,9096,14623,334046
9464,9979,14929,324857
9360,19171,1175,311948
6172,9975,14858,314962
4575,1826,13278,290359
17853,16129,11087,320021
17330,13931,11799,321892
6544,11479,7511,293205
19032,17133,2268,311580
1681,15750,10438,272797
1694,9228,6253,251245
10392,4176,16798,335101
12614,2730,2585,288683
9209,8791,18794,346266
18321,18340,7029,312913
9857,5334,3339,287101
15262,6782,8696,308245
19474,13298,15980,340154
10161,6497,9614,301948
3020,8892,14226,292237
15754,14392,10241,316715
14387,15442,13308,326232
10221,3134,19237,351178
12852,19676,12966,325719
19836,7771,1909,304031
15504,14427,16519,341152
4119,9449,8207,279902
15511,19956,11992,323253
2811,18660,16483,312584
8142,15279,13911,321019
2346,11028,1241,262280
19429,7469,4932,305342
8333,6719,14590,318198
6388,10140,15759,320527
2023,6142,4235,246569
18170,1894,17194,352366
10236,6921,5896,293590
14463,13769,9309,313317
12245,1095,6027,290965
9006,11876,11869,312210
5738,6817,1539,275639
4511,9879,7881,282275
15725,19736,11723,322442
2315,2266,15300,282069
15665,15283,13709,328349
6808,16656,2309,300654
16684,8604,8522,310345
14259,3152,10396,310284
1826,4267,13505,268062
3364,7473,15546,300279
2477,4224,6321,251420
17117,14398,18463,352607
13926,17026,1791,311235
16854,8302,17918,352249
10522,7846,5360,294689
7460,6510,17340,331069
11364,9184,3522,296537
7673,19792,7000,308529
17279,14843,7099,311171
9849,1839,9239,294962
2373,19595,4834,282523
12429,8976,3993,298240
18886,16596,13866,329301
12756,1215,1661,286087
12723,7225,8601,304628
4443,17792,2368,294381
14196,8434,13034,323164
9629,11213,8022,301923
19040,13243,1549,308601
9500,1240,8251,289936
13860,16066,13005,324995
14564,12020,17972,349169
8037,2582,3325,276807
12855,7421,4533,297343
10172,6968,13190,316272
11880,7425,15963,334073
15911,11473,6521,307460
12732,15285,5777,307824
15027,13886,11035,318380
7750,17948,4552,304601
11159,19305,16254,337462
16815,4132,7867,306506
9738,1224,18689,345592
1507,6352,1238,237185
4293,12210,1139,281229
2946,18027,4225,284400
8909,3333,8491,291493
9016,13679,8306,304372
12857,3864,11245,311448
7657,16332,19063,346367
7382,18130,14489,323958
3633,3795,18407,316748
9969,15836,11010,314776
15929,11706,9499,313705
12973,18124,6031,311352
7387,16609,14214,321611
6203,12797,3009,290426
11476,10852,13644,322997
17060,11783,14694,333480
2396,3797,3533,245112
17211,13139,6424,309245
11251,19211,15060,332324
5569,4763,17401,322686
14108,7549,2126,297960
14620,17322,4978,310708
18294,1572,13210,329124
13078,8893,16644,340042
6381,9385,14056,311351
10147,4874,18183,343716
13518,3218,13534,322965
18747,14869,12712,325343
1476,5893,2066,235388
2293,15345,17347,308239
7006,1668,7812,280403
11129,10410,11471,313569
11432,8025,11062,310852
12130,8290,16314,336652
17331,1341,1547,294807
6198,18462,8176,304207
9418,10263,6980,298245
10626,11436,6495,301327
12726,17763,5265,310447
17846,13379,4090,307850
1736,5068,9663,251911
1136,12860,8840,252468
8299,17703,8474,308524
11197,4733,9140,301013
7267,12286,8599,298916
17851,5386,17151,349861
15197,10398,12603,322950
2816,11466,15177,298157
6755,4864,7583,283689
15845,14796,2575,308608
2733,13407,14020,294496
3623,10193,6645,274825
19411,14881,2519,309515
14633,3276,15830,337727
3547,11584,9249,282283
9671,17378,3662,306982
3925,10652,10493,286902
14800,2789,11169,314175
5890,14153,5069,292548
10355,18812,13850,326652
9977,15066,17641,342100
16344,1489,14132,330950
15902,8245,10877,316573
15984,10546,18236,352470
11100,2630,8735,297404
9960,16239,19417,352635
1457,11590,2425,250000
13613,18945,1181,314680
11418,2386,10575,304594
9800,2130,10315,299119
9578,17040,5509,306528
10647,10381,13970,322841
19679,17583,6982,312269
6801,7871,19841,346150
4015,7171,8131,274989
7646,1897,15803,319477
7329,8630,18640,339986
3528,8417,18003,317034
5067,15641,12707,307361
8388,6863,11346,303858
2755,14664,1657,275736
7231,13496,1177,296031
7503,1435,13231,304063
3392,1750,6683,256324
16553,2723,2249,295520
14804,6439,16184,339857
18692,2762,16278,346727
9428,6980,3063,288670
19041,6429,18291,357858
7091,13865,4698,295691
13443,11954,16465,339545
19483,19338,3321,312470
11842,17231,10287,316139
7194,14186,11796,309907
15953,15562,2063,309852
6070,15991,12744,311732
5470,1017,6432,268355
14626,5307,16105,339232
16822,19520,3166,313491
6066,18820,13429,317181
16275,1960,2684,294556
16746,11523,5207,306502
8288,4146,6459,285374
2703,9494,5646,264024
10409,19344,4565,310776
16153,19418,7499,314299
1442,7539,13299,265120
17893,12223,13563,328806
7038,8356,8001,291106
17180,17975,11917,322601
8985,19912,1720,312141
9563,6364,16390,331301
2480,8166,13531,282551
18370,16449,14808,333212
5912,1989,15869,312571
2065,11388,8740,266153
1982,19863,13060,291609
6389,11904,15377,319992
15882,14820,8834,313657
1965,12457,9031,267512
16218,1741,12112,320477
17053,4436,14560,334035
15509,14036,2109,307774
1156,15118,7263,254788
14217,4756,17790,349238
15063,17440,9625,316422
19024,9882,9328,314664
12805,14819,18004,347387
11970,5768,6407,296648
5366,19686,15307,322887
14088,5359,16538,340987
10049,7723,8362,299421
9654,12465,3584,298746
12939,10113,15902,335816
2505,16273,3609,276285
7924,9684,15272,322595
18026,3122,12212,323769
5246,7143,17286,322082
2571,7380,3564,255744
18343,4155,9813,314565
14017,7889,9890,310839
1999,1012,16299,282357
11586,5998,9796,305117
16257,2097,9360,309359
11091,18075,7212,310991
14310,13513,9652,313882
13679,10583,16569,340382
13562,17221,17263,343662
6026,7526,3425,278956
4632,16988,14874,315326
14530,10670,11499,318231
13168,18290,7150,312529
13388,15788,8393,312158
5830,18014,1452,301499
9157,11340,10536,307587
9664,13535,1943,300964
3168,4405,3497,254580
6909,15656,5161,298645
11804,5666,9158,303210
6485,17909,7352,303104
4363,19506,5949,296938
18154,9619,18670,357379
10533,18670,14930,330949
2012,1759,15335,277494
19543,10093,12122,324149
6651,18271,11472,312127
17715,10683,16752,344848
12838,10383,11245,315268
3835,2143,1951,253538
12752,8887,15095,331118
12581,3883,4117,291783
12961,2302,19566,360104
14580,13656,17265,344748
17706,14568,7758,312125
2581,19329,10509,290481
9554,11331,7088,300155
11570,4908,5304,292783
19104,16224,3993,310147
11216,8166,18557,348840
5975,4575,19064,335847
3278,11264,2234,271461
5086,18644,8574,301224
5944,11093,2471,285899
12833,17040,2049,310424
8442,19087,1763,309663
3521,8876,13910,294878
8944,5081,13930,315421
6602,3925,15516,315126
3277,1155,8195,258442
1582,14969,7788,264034
2183,19265,1807,281444
3930,1615,15213,296362
4477,13544,13392,304530
19733,1736,16670,351197
13259,3469,14955,330152
13373,4977,12324,317577
4055,1340,12876,284170
7831,8019,7692,292447
14963,5485,5625,299920
9327,13601,7156,302876
17261,10844,19733,363010
5995,7949,4496,280540
6511,16788,14457,320431
7122,5448,10124,293605
1642,2276,13857,263843
18330,7654,11570,321368
11665,12000,3966,301349
4588,9304,12337,295571
5357,13742,5960,290393
2356,4811,3615,247145
3390,13140,11496,290178
1704,9805,13003,272062
4475,7721,13940,300027
3553,9147,11165,284206
14482,7965,5478,301448
3974,9210,13731,297687
5754,3000,5680,271781
15621,7355,3616,300252
9974,9336,12098,312936
16746,15160,5466,309589
1349,18776,13570,281388
4779,12564,6217,285796
18990,11912,11027,319878
8693,5191,1738,282900
19414,13860,6272,310089
7752,13381,5238,296949
17372,19881,3676,313408
17470,19695,11290,321012
18165,1289,11549,320960
8502,17400,7403,306957
3153,4772,2486,254574
15467,8530,19608,361989
13376,3001,5814,295071
14155,8204,15883,337187
14546,12135,14979,333032
3945,1318,11193,275451
6681,18353,18728,342814
18420,4374,4195,301415
19952,16417,2944,310458
7302,15957,5257,300264
17689,13347,9066,314220
13587,16244,8672,313151
12466,7584,8371,303916
5736,4000,6946,276242
1236,7964,5510,238210
11702,17753,1527,311295
8069,17164,10814,312373
13472,4745,15172,331962
12411,16300,11221,318382
1531,7359,15248,276269
10946,16477,16048,335512
5279,9033,13144,302185
1713,6546,18515,298367
19443,15389,3267,309640
7139,17567,17297,335841
1917,19891,16157,302717
19081,11569,3362,306726
6803,3726,3253,274331
10768,5560,5142,291682
13880,5840,17989,349805
7269,16278,3407,300548
17833,1350,1465,295568
15131,5583,1062,296699
10289,16142,16105,334889
1576,7703,10391,256394
9483,6835,2796,288423
19180,5989,8772,312494
18315,16789,14019,329882
11717,13922,13057,322466
4979,4510,7256,273961
9614,13512,17949,342885
15508,13663,12820,324658
11236,11986,16901,339198
1472,1847,19188,294222
13099,15147,9071,312755
12080,7491,9704,306997
19508,8044,2055,304018
3944,18499,5232,292425
14090,14619,19686,358614
3901,3631,5413,261470
8188,3945,13679,310974
1844,10698,9829,264548
11092,9318,18103,345743
13932,12652,8644,310624
18804,17451,8405,314284
6133,10926,2088,286340
16990,17233,10770,319300
17941,10271,9437,314379
19622,16878,1724,311762
6250,17289,7780,301956
13074,6569,19491,358676
9552,2466,9171,294567
6120,1727,9417,281843
5016,4971,11244,287757
2357,4705,1349,245719
12554,14406,5576,306482
16357,6535,1099,299541
6322,4510,6106,277965
5790,1179,1843,263263
7782,4314,12602,304727
15902,2630,11213,316161
13279,17893,8451,313929
15603,19525,14514,331589
8387,13511,19726,351435
14746,18252,17759,346496
13882,7984,11580,316622
11534,18234,2200,311249
10351,8661,17652,341423
16805,5133,17493,350907
12052,5571,10964,309872
18583,11547,13562,329238
7176,12248,12448,310083
3934,11256,10737,288663
7341,13775,5512,296763
12970,3643,12717,318057
12433,2454,15223,329796
10226,16708,11638,317692
9661,12335,11485,312608
15376,8811,4417,302142
8143,19645,16046,333087
6736,10770,7355,292439
10314,12296,12476,317263
13930,17633,13329,326649
18379,15692,17702,347728
19599,12938,12848,326375
1229,3994,3941,226472
13056,5456,18947,355045
16543,8028,17055,346727
18508,15629,4099,309723
4157,13288,12885,300429
12445,1857,15945,334049
11929,5986,3923,293178
18407,5222,14001,332592
17863,15694,6185,310736
19776,18482,15711,336022
14042,16861,12457,323462
10922,7296,16240,333804
19276,8037,19086,362163
18042,14660,12483,324439
18902,1985,4864,301409
18824,9766,4697,306056
16727,16784,18029,348799
16374,3129,8325,306653
13687,1871,2468,289564
11266,4649,6655,294389
1451,15569,10986,269912
16798,4663,16038,342021
14811,11838,13301,325742
3468,7225,7006,268494
11905,2729,13861,321152
14754,15208,10084,316195
2545,7600,19527,317572
15189,7163,7921,306363
5822,15017,13607,313016
6996,6004,9785,292708
11516,18776,8894,314401
3085,11086,8513,275953
8074,18265,7610,307652
15520,3128,14577,331993
17142,7216,2638,301275
9265,19178,13738,325215
19208,10354,3887,306093
5500,7975,13345,302919
1476,8464,18870,298329
2721,16844,8898,284088
7876,2314,11556,298330
1242,2885,6750,229226
1207,7530,11616,252827
7418,17744,17904,339791
7123,6889,9850,294541
17353,14592,8227,312861
19514,6402,12775,327571
10926,13052,6971,304512
13249,3339,1596,290350
16120,18800,19038,353456
9294,12344,8202,303033
8322,18443,19784,352604
14751,3210,19244,360785
19447,7736,11542,322171
17420,14316,7399,311357
8406,8796,8173,296295
11938,9058,9211,306640
4437,12152,6378,283411
4320,1918,19864,331191
7442,13662,16578,330612
12411,17789,8668,313716
2504,4967,6967,254703
4426,9617,16274,313799
9784,4121,8273,294295
9200,11883,1939,297003
6768,8764,11065,299778
3626,19786,7491,294491
8404,6939,13906,315135
5591,8119,19305,337577
13246,13394,13376,325081
2974,19632,14534,306731
12100,6365,19627,358003
7375,5020,14950,315758
14257,12481,8540,310556
1121,4543,3022,224262
2938,2445,10151,264337
15273,5530,19023,359044
14210,18665,4551,312000
1323,5165,10350,246550
3560,5280,18957,321180
8964,10034,15435,326327
14484,19156,16014,337789
6510,5115,2924,275692
12386,15687,3089,307453
11727,13951,9075,310422
18298,15919,12148,323271
15437,15360,17774,347616
5035,8528,1784,276160
12765,8434,14069,325921
3158,9631,19382,324077
4590,4197,17006,314347
11690,10676,18239,347632
9304,15603,12487,318169
8952,7697,4438,289742
16245,11188,2249,304780
4641,19732,7567,299869
1540,5305,9745,249137
17342,12066,10623,317881
9483,8966,16889,335048
5739,11750,11573,301376
18104,16404,13532,328085
11538,1493,1733,283730
5603,10406,18580,334058
7341,19413,11437,315013
13633,10758,5312,303173
5523,10580,5907,285155
18550,4588,4858,302621
11607,10114,8618,305551
14881,18007,17209,343731
18466,10763,6907,309261
3338,8525,8537,273451
4375,10181,17049,318404
8407,18928,5395,307615
4113,11866,7094,282051
3686,4574,11951,281533
10689,11333,2722,298621
10777,18585,7024,311124
10825,9375,10192,307915
16029,15013,17322,345474
13514,16497,14763,331806
16032,9722,18185,352539
11438,4094,11441,309465
5338,3103,6457,271495
5837,19892,19773,347116
11347,13585,15113,330620
1334,5511,7924,239896
19572,19387,1042,314899
11483,17566,7889,311605
3651,6790,13506,291315
16742,18357,18782,352212
13582,6534,9043,306699
4657,19197,17871,331632
2318,10300,6936,263473
10515,16773,6244,307853
14348,16965,16571,340531
6082,3107,12555,296478
17340,5176,17136,349264
14087,18156,5713,311667
